,SurveyType,SurveyYear,Location,Indicator,Mean_value
404,DHS,1992,Gitarama,Children with symptoms of ARI,32.65
405,DHS,1992,Gitarama,DPT 3 vaccination received,90.4
406,DHS,1992,Gitarama,Delivery by cesarean section,1.5666666666666664
407,DHS,1992,Gitarama,Demand for family planning satisfied,36.0
408,DHS,1992,Gitarama,Demand for family planning satisfied by modern methods,17.0
409,DHS,1992,Gitarama,Fully vaccinated (8 basic antigens),88.5
410,DHS,1992,Gitarama,General fertility rate,179.0
411,DHS,1992,Gitarama,Households with electricity,1.6
412,DHS,1992,Gitarama,Infant mortality rate,90.0
413,DHS,1992,Gitarama,Married women currently using any method of contraception,22.4
414,DHS,1992,Gitarama,Married women currently using any modern method of contraception,10.6
415,DHS,1992,Gitarama,Mean ideal number of children for all women,3.9
416,DHS,1992,Gitarama,Measles vaccination received,93.3
417,DHS,1992,Gitarama,Median age at first birth for women age 25-49,21.4
418,DHS,1992,Gitarama,"Median age at first marriage [Men]: 25-49(54,59)",23.9
419,DHS,1992,Gitarama,Median age at first marriage [Women]: 25-49,20.2
420,DHS,1992,Gitarama,Median age at first sexual intercourse [Women]: 25-49,20.0
421,DHS,1992,Gitarama,Median duration of any breastfeeding,29.8
422,DHS,1992,Gitarama,Median duration of exclusive breastfeeding,5.9
423,DHS,1992,Gitarama,Median duration of predominant breastfeeding,5.9
424,DHS,1992,Gitarama,Men with no education,18.2
425,DHS,1992,Gitarama,Men with secondary or higher education,7.6
426,DHS,1992,Gitarama,Neonatal mortality rate,48.0
427,DHS,1992,Gitarama,Place of delivery: Health facility,35.43333333333333
428,DHS,1992,Gitarama,Polio 3 vaccination received,90.4
429,DHS,1992,Gitarama,Population using an improved water source,7.6
430,DHS,1992,Gitarama,Population with an improved sanitation facility,0.5
431,DHS,1992,Gitarama,Postneonatal mortality rate,42.0
432,DHS,1992,Gitarama,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",9.7
433,DHS,1992,Gitarama,Total fertility rate 15-49,5.5
434,DHS,1992,Gitarama,Total wanted fertility rate,3.6
435,DHS,1992,Gitarama,Treatment of diarrhea: Either ORS or RHF,34.2
436,DHS,1992,Gitarama,Under-five mortality rate,136.0
437,DHS,1992,Gitarama,Unmet need for family planning,39.8
438,DHS,1992,Gitarama,Women who want no more children,40.714285714285715
439,DHS,1992,Gitarama,Women with no education,28.0
440,DHS,1992,Gitarama,Women with secondary or higher education,8.7
441,DHS,1992,Kibungo,Antenatal care from a skilled provider,94.06666666666666
442,DHS,1992,Kibungo,Antenatal visits for pregnancy: 4+ visits,7.133333333333333
443,DHS,1992,Kibungo,Assistance during delivery from a skilled provider,14.366666666666667
444,DHS,1992,Kibungo,BCG vaccination received,94.7
445,DHS,1992,Kibungo,Child mortality rate,96.0
446,DHS,1992,Kibungo,Children stunted,58.3
447,DHS,1992,Kibungo,Children underweight,24.6
448,DHS,1992,Kibungo,Children wasted,7.8
449,DHS,1992,Kibungo,Children with ARI for whom advice or treatment was sought,43.95
450,DHS,1992,Kibungo,Children with diarrhea,29.35
451,DHS,1992,Kibungo,Children with fever for whom advice or treatment was sought,42.0
452,DHS,1992,Kibungo,Children with fever in the last two weeks,50.349999999999994
453,DHS,1992,Kibungo,Children with symptoms of ARI,30.5
454,DHS,1992,Kibungo,DPT 3 vaccination received,84.8
455,DHS,1992,Kibungo,Delivery by cesarean section,1.866666666666667
456,DHS,1992,Kibungo,Demand for family planning satisfied,26.8
457,DHS,1992,Kibungo,Demand for family planning satisfied by modern methods,19.4
458,DHS,1992,Kibungo,Fully vaccinated (8 basic antigens),78.4
459,DHS,1992,Kibungo,General fertility rate,227.0
460,DHS,1992,Kibungo,Households with electricity,0.1
461,DHS,1992,Kibungo,Infant mortality rate,108.0
462,DHS,1992,Kibungo,Married women currently using any method of contraception,14.6
463,DHS,1992,Kibungo,Married women currently using any modern method of contraception,10.6
464,DHS,1992,Kibungo,Mean ideal number of children for all women,4.3
465,DHS,1992,Kibungo,Measles vaccination received,84.1
466,DHS,1992,Kibungo,Median age at first birth for women age 25-49,21.1
467,DHS,1992,Kibungo,"Median age at first marriage [Men]: 25-49(54,59)",23.7
468,DHS,1992,Kibungo,Median age at first marriage [Women]: 25-49,19.6
469,DHS,1992,Kibungo,Median age at first sexual intercourse [Women]: 25-49,19.2
470,DHS,1992,Kibungo,Median duration of any breastfeeding,24.6
471,DHS,1992,Kibungo,Median duration of exclusive breastfeeding,5.3
472,DHS,1992,Kibungo,Median duration of predominant breastfeeding,5.5
473,DHS,1992,Kibungo,Men with no education,32.7
474,DHS,1992,Kibungo,Men with secondary or higher education,4.4
475,DHS,1992,Kibungo,Neonatal mortality rate,52.0
476,DHS,1992,Kibungo,Place of delivery: Health facility,13.9
477,DHS,1992,Kibungo,Polio 3 vaccination received,84.8
478,DHS,1992,Kibungo,Population using an improved water source,11.9
479,DHS,1992,Kibungo,Population with an improved sanitation facility,0.4
480,DHS,1992,Kibungo,Postneonatal mortality rate,56.0
481,DHS,1992,Kibungo,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",7.3
482,DHS,1992,Kibungo,Total fertility rate 15-49,6.5
483,DHS,1992,Kibungo,Total wanted fertility rate,4.6
484,DHS,1992,Kibungo,Treatment of diarrhea: Either ORS or RHF,39.05
485,DHS,1992,Kibungo,Under-five mortality rate,193.0
486,DHS,1992,Kibungo,Unmet need for family planning,39.9
487,DHS,1992,Kibungo,Women who want no more children,35.271428571428565
488,DHS,1992,Kibungo,Women with no education,41.7
489,DHS,1992,Kibungo,Women with secondary or higher education,4.1
490,DHS,1992,Kibuye,Antenatal care from a skilled provider,85.66666666666667
491,DHS,1992,Kibuye,Antenatal visits for pregnancy: 4+ visits,12.700000000000001
492,DHS,1992,Kibuye,Assistance during delivery from a skilled provider,19.733333333333334
493,DHS,1992,Kibuye,BCG vaccination received,94.4
494,DHS,1992,Kibuye,Child mortality rate,74.0
495,DHS,1992,Kibuye,Children stunted,55.1
496,DHS,1992,Kibuye,Children underweight,23.1
497,DHS,1992,Kibuye,Children wasted,4.7
498,DHS,1992,Kibuye,Children with ARI for whom advice or treatment was sought,43.05
499,DHS,1992,Kibuye,Children with diarrhea,25.85
500,DHS,1992,Kibuye,Children with fever for whom advice or treatment was sought,38.95
501,DHS,1992,Kibuye,Children with fever in the last two weeks,49.400000000000006
502,DHS,1992,Kibuye,Children with symptoms of ARI,41.05
503,DHS,1992,Kibuye,DPT 3 vaccination received,87.7
504,DHS,1992,Kibuye,Delivery by cesarean section,0.6333333333333333
505,DHS,1992,Kibuye,Demand for family planning satisfied,30.0
506,DHS,1992,Kibuye,Demand for family planning satisfied by modern methods,18.2
507,DHS,1992,Kibuye,Fully vaccinated (8 basic antigens),81.0
508,DHS,1992,Kibuye,General fertility rate,200.0
509,DHS,1992,Kibuye,Households with electricity,0.4
510,DHS,1992,Kibuye,Infant mortality rate,63.0
511,DHS,1992,Kibuye,Married women currently using any method of contraception,19.4
512,DHS,1992,Kibuye,Married women currently using any modern method of contraception,11.8
513,DHS,1992,Kibuye,Mean ideal number of children for all women,4.4
514,DHS,1992,Kibuye,Measles vaccination received,83.2
515,DHS,1992,Kibuye,Median age at first birth for women age 25-49,21.7
516,DHS,1992,Kibuye,"Median age at first marriage [Men]: 25-49(54,59)",22.1
517,DHS,1992,Kibuye,Median age at first marriage [Women]: 25-49,20.1
518,DHS,1992,Kibuye,Median age at first sexual intercourse [Women]: 25-49,20.1
519,DHS,1992,Kibuye,Median duration of any breastfeeding,31.3
520,DHS,1992,Kibuye,Median duration of exclusive breastfeeding,5.3
521,DHS,1992,Kibuye,Median duration of predominant breastfeeding,5.5
522,DHS,1992,Kibuye,Men with no education,36.3
523,DHS,1992,Kibuye,Men with secondary or higher education,6.6
524,DHS,1992,Kibuye,Neonatal mortality rate,33.0
525,DHS,1992,Kibuye,Place of delivery: Health facility,18.866666666666664
526,DHS,1992,Kibuye,Polio 3 vaccination received,87.7
527,DHS,1992,Kibuye,Population using an improved water source,8.0
528,DHS,1992,Kibuye,Population with an improved sanitation facility,0.2
529,DHS,1992,Kibuye,Postneonatal mortality rate,30.0
530,DHS,1992,Kibuye,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",9.8
531,DHS,1992,Kibuye,Total fertility rate 15-49,6.8
532,DHS,1992,Kibuye,Total wanted fertility rate,4.5
533,DHS,1992,Kibuye,Treatment of diarrhea: Either ORS or RHF,29.450000000000003
534,DHS,1992,Kibuye,Under-five mortality rate,132.0
535,DHS,1992,Kibuye,Unmet need for family planning,45.3
536,DHS,1992,Kibuye,Women who want no more children,31.21428571428571
537,DHS,1992,Kibuye,Women with no education,38.5
538,DHS,1992,Kibuye,Women with secondary or higher education,6.0
539,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Antenatal care from a skilled provider,93.60000000000001
540,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Antenatal visits for pregnancy: 4+ visits,10.633333333333333
541,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Assistance during delivery from a skilled provider,19.8
542,DHS,1992,Kibuye/Ruhengeri/Gisenyi,BCG vaccination received,95.9
543,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Child mortality rate,79.0
544,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Children stunted,57.8
545,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Children underweight,21.8
546,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Children wasted,4.1
547,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Children with ARI for whom advice or treatment was sought,42.7
548,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Children with diarrhea,25.4
549,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Children with fever for whom advice or treatment was sought,40.0
550,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Children with fever in the last two weeks,44.75
551,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Children with symptoms of ARI,35.05
552,DHS,1992,Kibuye/Ruhengeri/Gisenyi,DPT 3 vaccination received,91.5
553,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Delivery by cesarean section,1.0333333333333332
554,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Demand for family planning satisfied,37.4
555,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Demand for family planning satisfied by modern methods,23.6
556,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Fully vaccinated (8 basic antigens),83.8
557,DHS,1992,Kibuye/Ruhengeri/Gisenyi,General fertility rate,222.0
558,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Households with electricity,1.2
559,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Infant mortality rate,87.0
560,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Married women currently using any method of contraception,23.0
561,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Married women currently using any modern method of contraception,14.5
562,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Mean ideal number of children for all women,4.5
563,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Measles vaccination received,86.3
564,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Median age at first birth for women age 25-49,21.2
565,DHS,1992,Kibuye/Ruhengeri/Gisenyi,"Median age at first marriage [Men]: 25-49(54,59)",22.1
566,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Median age at first marriage [Women]: 25-49,19.6
567,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Median age at first sexual intercourse [Women]: 25-49,19.6
568,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Median duration of any breastfeeding,28.9
569,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Median duration of exclusive breastfeeding,5.8
570,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Median duration of predominant breastfeeding,6.1
571,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Men with no education,30.6
572,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Men with secondary or higher education,6.5
573,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Neonatal mortality rate,44.0
574,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Place of delivery: Health facility,19.3
575,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Polio 3 vaccination received,91.5
576,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Population using an improved water source,27.1
577,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Population with an improved sanitation facility,0.7
578,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Postneonatal mortality rate,43.0
579,DHS,1992,Kibuye/Ruhengeri/Gisenyi,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",7.7
580,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Total fertility rate 15-49,7.2
581,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Total wanted fertility rate,4.9
582,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Treatment of diarrhea: Either ORS or RHF,40.05
583,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Under-five mortality rate,159.0
584,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Unmet need for family planning,38.5
585,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Women who want no more children,27.875
586,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Women with no education,46.7
587,DHS,1992,Kibuye/Ruhengeri/Gisenyi,Women with secondary or higher education,5.5
588,DHS,1992,Kigali Prefecture 1992,Antenatal care from a skilled provider,96.66666666666667
589,DHS,1992,Kigali Prefecture 1992,Antenatal visits for pregnancy: 4+ visits,13.833333333333334
590,DHS,1992,Kigali Prefecture 1992,Assistance during delivery from a skilled provider,39.833333333333336
591,DHS,1992,Kigali Prefecture 1992,BCG vaccination received,98.8
592,DHS,1992,Kigali Prefecture 1992,Child mortality rate,76.0
593,DHS,1992,Kigali Prefecture 1992,Children stunted,48.1
594,DHS,1992,Kigali Prefecture 1992,Children underweight,21.4
595,DHS,1992,Kigali Prefecture 1992,Children wasted,7.1
596,DHS,1992,Kigali Prefecture 1992,Children with ARI for whom advice or treatment was sought,36.6
597,DHS,1992,Kigali Prefecture 1992,Children with diarrhea,24.549999999999997
598,DHS,1992,Kigali Prefecture 1992,Children with fever for whom advice or treatment was sought,39.5
599,DHS,1992,Kigali Prefecture 1992,Children with fever in the last two weeks,37.400000000000006
600,DHS,1992,Kigali Prefecture 1992,Children with symptoms of ARI,29.9
601,DHS,1992,Kigali Prefecture 1992,DPT 3 vaccination received,94.5
602,DHS,1992,Kigali Prefecture 1992,Delivery by cesarean section,2.4333333333333336
603,DHS,1992,Kigali Prefecture 1992,Demand for family planning satisfied,35.8
604,DHS,1992,Kigali Prefecture 1992,Demand for family planning satisfied by modern methods,21.8
605,DHS,1992,Kigali Prefecture 1992,Fully vaccinated (8 basic antigens),90.2
606,DHS,1992,Kigali Prefecture 1992,General fertility rate,184.0
607,DHS,1992,Kigali Prefecture 1992,Households with electricity,8.2
608,DHS,1992,Kigali Prefecture 1992,Infant mortality rate,76.0
609,DHS,1992,Kigali Prefecture 1992,Married women currently using any method of contraception,22.6
610,DHS,1992,Kigali Prefecture 1992,Married women currently using any modern method of contraception,13.8
611,DHS,1992,Kigali Prefecture 1992,Mean ideal number of children for all women,3.9
612,DHS,1992,Kigali Prefecture 1992,Measles vaccination received,91.9
613,DHS,1992,Kigali Prefecture 1992,Median age at first birth for women age 25-49,21.7
614,DHS,1992,Kigali Prefecture 1992,"Median age at first marriage [Men]: 25-49(54,59)",23.3
615,DHS,1992,Kigali Prefecture 1992,Median age at first marriage [Women]: 25-49,20.2
616,DHS,1992,Kigali Prefecture 1992,Median age at first sexual intercourse [Women]: 25-49,19.7
617,DHS,1992,Kigali Prefecture 1992,Median duration of any breastfeeding,26.0
618,DHS,1992,Kigali Prefecture 1992,Median duration of exclusive breastfeeding,5.1
619,DHS,1992,Kigali Prefecture 1992,Median duration of predominant breastfeeding,5.3
620,DHS,1992,Kigali Prefecture 1992,Men with no education,30.6
621,DHS,1992,Kigali Prefecture 1992,Men with secondary or higher education,6.1
622,DHS,1992,Kigali Prefecture 1992,Neonatal mortality rate,34.0
623,DHS,1992,Kigali Prefecture 1992,Place of delivery: Health facility,39.93333333333333
624,DHS,1992,Kigali Prefecture 1992,Polio 3 vaccination received,94.5
625,DHS,1992,Kigali Prefecture 1992,Population using an improved water source,49.5
626,DHS,1992,Kigali Prefecture 1992,Population with an improved sanitation facility,2.9
627,DHS,1992,Kigali Prefecture 1992,Postneonatal mortality rate,41.0
628,DHS,1992,Kigali Prefecture 1992,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",10.6
629,DHS,1992,Kigali Prefecture 1992,Total fertility rate 15-49,5.9
630,DHS,1992,Kigali Prefecture 1992,Total wanted fertility rate,3.7
631,DHS,1992,Kigali Prefecture 1992,Treatment of diarrhea: Either ORS or RHF,35.35
632,DHS,1992,Kigali Prefecture 1992,Under-five mortality rate,146.0
633,DHS,1992,Kigali Prefecture 1992,Unmet need for family planning,40.6
634,DHS,1992,Kigali Prefecture 1992,Women who want no more children,36.8625
635,DHS,1992,Kigali Prefecture 1992,Women with no education,34.7
636,DHS,1992,Kigali Prefecture 1992,Women with secondary or higher education,13.6
637,DHS,1992,Ruhengeri,Antenatal care from a skilled provider,95.60000000000001
638,DHS,1992,Ruhengeri,Antenatal visits for pregnancy: 4+ visits,14.533333333333333
639,DHS,1992,Ruhengeri,Assistance during delivery from a skilled provider,19.766666666666666
640,DHS,1992,Ruhengeri,BCG vaccination received,100.0
641,DHS,1992,Ruhengeri,Child mortality rate,69.0
642,DHS,1992,Ruhengeri,Children stunted,55.4
643,DHS,1992,Ruhengeri,Children underweight,22.2
644,DHS,1992,Ruhengeri,Children wasted,5.6
645,DHS,1992,Ruhengeri,Children with ARI for whom advice or treatment was sought,42.0
646,DHS,1992,Ruhengeri,Children with diarrhea,23.35
647,DHS,1992,Ruhengeri,Children with fever for whom advice or treatment was sought,38.5
648,DHS,1992,Ruhengeri,Children with fever in the last two weeks,44.0
649,DHS,1992,Ruhengeri,Children with symptoms of ARI,37.599999999999994
650,DHS,1992,Ruhengeri,DPT 3 vaccination received,94.0
